"nome_da_serie","startYear","endYear","total_votos","averageRating"
"Knots Landing","1979","1993",7207,7.7
"Knots Landing: Back to the Cul-de-Sac","1997","1997",13,7.4
"Know It All Nina","2014","2015",11,7.7
"Knowing Me, Knowing You with Alan Partridge","1994","1995",1298,8.2
"Known Universe","2009","\N",264,7.8
"Knuckles","2024","2024",3404,7.2
"Knutby","2021","2024",215,7.3
"Knutby: I blind tro","2021","2021",246,6.8
"Koala Man","2023","2023",1040,6.6
"Kobato.","2009","\N",12,6.4
"Kobayashi-san Chi No Maid Dragon","2017","2022",4894,8.1
"Kobiety mafii","2018","\N",96,6.9
"Kobra","1962","\N",5,5.8
"Kobra. Antiterror","2003","\N",12,6.4
"Kocamin Ailesi","2014","2015",18,7.4
"Kocchi muiteyo Mukai-kun","2023","\N",34,7.4
"Kochira Katsushika-ku Kameari Koen Mae Hashutsujo","1996","2004",37,7.4
"Kocktails with Khloé","2016","2016",173,3.6
"Kod genetyczny","2020","\N",23,7.4
"Kodai Oja Kyoryu Kingu","2007","2009",1145,6.9
"Kodai shôjo Dogu-chan","2009","2009",7,6.8
"Kodenavn Hunter","2007","2008",85,6.2
"Kodenavn Hunter 2","2008","\N",10,7.4
"Kodiak","1974","1974",8,8.7
"Kodoku no gurume","2012","\N",1408,7.7
"Kodomo no jikan","2007","2011",238,7.1
"Kodomo no omocha","1996","1998",8,6.5
"Koek","2024","\N",5,9.6
"Koffee with Karan","2004","\N",21919,8.2
"Koh-Lanta","2001","\N",83,5.8
"Koharu Biyori","2007","2008",56,5.9
"Kohlrabenschwarz","2023","\N",277,7.8
"Kohrra","2023","\N",785,7.3
"Kohtuuttomuuksia","2016","2016",77,7.7
"Koi Laut Ke Aaya Hai","2017","2017",31,8.5
"Koi kaze","2004","2004",142,7.4
"Koi no tsuki","2018","\N",124,6.8
"Koi to Producer: Evol x Love","2020","2020",189,6.3
"Koi to Yobu ni wa Kimochi Warui","2021","2021",443,7.4
"Koi to dangan","2022","2022",106,8.5
"Koi to senkyo to chokoreto","2012","\N",78,8.2
"Koi to uso","2017","\N",301,5.9
"Koi wa Ameagari no You ni","2018","2018",666,7.5
"Koi wa Futago de Warikirenai","2024","\N",58,8.4
"Koi wa Sekai Seifuku no Ato de","2022","2022",804,8.2
"Koi wa tsuzuku yo doko made mo","2020","\N",180,8.2
"Koi wo Surunara Nidome ga Joto","2024","\N",58,7.8
"Koisuru Asteroid","2020","\N",184,7.1
"Koivisto","2019","2020",17,7.7
"Kojak","1973","1978",18004,7.6
"Kojak","2005","2005",419,6.2
"Kokdu: Season of Deity","2023","\N",175,7.3
"Kokkinos kyklos","2000","2002",485,7.6
"Kokkoku","2018","2018",300,8.4
"Koko tekken-den tafu","2002","\N",79,6.4
"Kokoro Connect","2012","2012",851,7.2
"Kolah Ghermezi 88","2009","\N",201,6.2
"Kolah Ghermezi 90","2011","\N",297,6.7
"Kolchak: The Night Stalker","1974","1975",10939,7.5
"Kold x Windy","2023","\N",7,8.2
"Koledzicom po svijetu","2007","2009",11,8.6
"Koll-tsentr","2020","2020",142,7.2
"Kolonko","2024","\N",43,5.3
"Koloub Shoo","2020","2020",5,9.4
"Kolumbowie","1970","\N",46,7.2
"Komedi Dükkani","2007","2011",36,7.6
"Kometernes jul","2021","2021",186,5.5
"Komi-san wa, Komyusho desu","2021","2021",11,7.6
"Komi-san wa, Komyushou Desu.","2021","2022",8239,8.5
"Komiks","2006","2009",47,8.7
"Komm schon!","2015","\N",106,7.2
"Kommissar Dupin","2014","\N",864,6.3
"Kommissar Freytag","1963","1966",17,5.5
"Kommissar Klefisch","1990","1996",65,7.4
"Kommissar LaBréa","2009","2010",99,5.6
"Kommissar Marthaler","2012","2017",399,6.2
"Kommissar Rex","1994","2004",7346,7.2
"Kommissare Südwest","1996","\N",8,5.7
"Kommissarie Winter","2001","2004",322,5.8
"Kommissarie Winter","2010","2010",456,6
"Kommissarin Heller","2014","2021",938,7.3
"Kommissarin Lucas","2003","2023",997,6.9
"Kommissionen","2005","2005",42,6.2
"Komori-san wa kotowarenai!","2015","2015",80,6.1
"Kompani Lauritzen","2020","\N",326,7.4
"Komsije","2015","2018",67,8.2
"Komt een man bij de dokter","2012","\N",5,8.2
"Kon Rak Run Phi","2022","2022",881,8.7
"Konak kod Hilmije","2018","\N",300,9
"Konbini Kareshi (Convenience Store Boyfriends)","2017","2017",75,6.6
"Konets sveta","2022","2022",79,6.9
"Kong: King of the Apes","2016","2018",299,7.4
"Kong: The Animated Series","2000","2001",17,6
"Kongen av Gulset","2019","2020",29,8.5
"Kongen befaler","2019","\N",998,7.5
"Kongen befaler julespesial","2023","\N",41,8
"Kongo","1997","1997",32,6.8
"Kongsvikklinikken","2018","\N",26,7.4
"Kono Healer, Mendokusai","2022","\N",169,5.8
"Kono Oto Tomare!","2019","2019",1684,8.6
"Kono Sekai wa Fukanzen Sugiru","2024","\N",87,7.1
"Kono Subarashii Sekai ni Bakuen wo!","2023","2023",1260,7.2
"Kono Yo no Hate de Koi wo Utau Shoujo YU-NO","2019","2019",266,9
"Kono bijutsubu ni wa mondai ga aru!","2016","2016",183,6.9
"Kono minikuku mo utsukushii sekai","2004","\N",48,6.6
"Kono naka ni hitori, imouto ga iru!","2012","2013",140,6.9
"Kono subarashii sekai ni shukufuku o!","2016","2024",9221,7.6
"Konohana Kitan","2017","\N",182,7.5
"Konstantinou kai Elenis","1998","2000",2797,8.5
"Kontakt","2021","2023",56,7.2
"Konteyner","2021","2023",41,6.8
"Kontio & Parmas","2018","2023",504,6.4
"Konto ga hajimaru","2021","2021",67,7.2
"Kontoret","2012","2013",81,6.8
"Konttori","2017","2019",733,5.8
"Konusanlar","2021","\N",5423,7.6
"Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu","2023","2023",217,6.5
"Kookminsahyungtopyo","2023","\N",796,7.7
"Koolhoven presenteert","2024","\N",241,5.5
"Koombiyo","2017","2018",4504,9.3
"Koori Zokusei Danshi to Cool na Douryou Joshi","2023","2023",649,8.1
"Koose Munisamy Veerappan","2023","\N",681,9.1
"Koppel on Discovery","2006","\N",45,8.3
"Koppla av","2024","\N",11,4.2
"Kopuk","2024","2024",21,7.6
"Kore ga watashi no go shujin sama","2005","2005",7,6.8
"Kore wa Zombie desu ka?","2011","2012",828,7.4
"Korea No. 1","2022","\N",69,7.3
"Korean Food Made Simple","2014","\N",5,6.8
"Korean Ghost Stories","2008","\N",7,5.1
"Koreni","2018","2018",301,8.8
"Korhatáros szerelem","2017","\N",35,8
"Korkma Ben Yanindayim","2024","2024",28,7.3
"Koro-sensei Q!","2016","2017",220,6.5
"Koroche, plan takoy","2023","2023",6,5.2
"Korol i Shut","2023","2023",642,6.9
"Korona królów","2018","\N",243,5.8
"Koroshi Ai","2022","\N",1392,7.1
"Koroten'ko...","2012","\N",18,8.3
"Korpelan kujanjuoksu","2016","2018",137,6.9
"Kortik","1974","1974",60,7.4
"Korvessa kulkevi","2023","2023",46,6.2
"Koselig med peis","2011","\N",19,7
"Kosketuksessa","2007","\N",5,8.2
"Koskinen","2021","2024",718,6.9
"Koslowski & Haferkamp","2014","\N",10,7.8
"Kosmo","2016","\N",85,7.2
"Kosmos","2015","\N",7,7.6
"Kossuthkifli","2015","\N",50,3.2
"Kosti","2020","2020",300,8.8
"Kot Leopold","1975","1987",514,6.5
"Kota Factory","2019","2021",16064,8.9
"Kotaro Lives Alone","2021","2023",5,6.6
"Kotarou wa Hitorigurashi","2022","2022",1487,7.8
"Kothao Keu Nei","1990","\N",533,8.1
"Kotlina","2022","\N",78,8.2
"Kotoura-san","2013","\N",297,7.8
"Kottan ermittelt","1976","1983",1210,7.7
"Kotyonok po imeni Gav","1976","1982",255,8.5
"Koukaku Kidoutai Arise: Alternative Architecture","2015","2015",191,6.9
"Kouklotheatro","2019","2019",137,8.9
"Koukussa","2015","\N",239,6.1
"Koukyuu no Karasu","2022","2022",356,7.4
"Kounodori","2015","2017",31,7.2
"Kount Kracula's Review Showcase","2013","\N",692,1
"Kourtney & Khloé Take Miami","2009","2013",1159,6.4
"Kourtney & Khloé Take the Hamptons","2014","2015",261,5.8
"Kourtney & Kim Take New York","2011","2012",504,6.6
"Kovan viikon ilta","2023","\N",35,8.1
"Kowalscy kontra Kowalscy","2021","2022",13,7.5
"Koya no Kotobuki Hikotai","2019","2019",5,6.4
"Koyaa","2011","\N",20,5.9
"Koyomimonogatari","2016","2016",1195,7.6
"Koyu Beyaz","2023","\N",334,5
"Koza","2024","2024",238,7.9
"Kozaky. Absolyutno brekhlyva istoriya","2020","\N",162,8.3
"Kozure Ôkami","1973","1976",367,7.9
"Kraft Mystery Theater","1961","1963",252,5.3
"Kraft Suspense Theatre","1963","1965",2292,6.3
"Kraft Television Theatre","1947","1958",544,6.7
"Kraft Television Theatre","1953","1955",14,2.9
"Krag & Virkner","2022","2022",20,6.6
"Kraj dinastije Obrenovic","1995","1995",27,8.2
"Krakh inzhenera Garina","1973","1973",43,7.9
"Krakowskie potwory","2022","\N",808,6.4
"Kral Sakir","2016","\N",271,8.4
"Kraliçe","2023","2023",144,8.2
"Kralj","2021","2021",225,6
"Kralj Petar I","2019","2019",183,8.2
"Kranitz - Bei Trennung Geld zurück","2021","\N",150,7.2
"Krapopolis","2023","\N",3195,6.3
"Krasnaya koroleva","2015","\N",76,6.8
"Krasniy Tsinik","2011","\N",35,8.1
"Krass Klassenfahrt","2019","\N",6,3.6
"Kratkiy kurs schastlivoy zhizni","2012","2012",6,6
"Kratts' Creatures","1996","\N",6,7.6
"Krazy Kat","1962","\N",28,5.2
"Krecek v nocní kosili","1988","1989",18,5.8
"Kremen","2012","2012",5,6.2
"Kremen. Osvobozhdenie","2012","2012",5,6
"Krepostnaya","2019","2023",468,8.2
"Kreuzfahrt ins Glück","2007","2024",639,5.6
"Krew z krwi","2012","\N",97,6.4
"Krieg in der Arktis","2007","2007",24,6.2
"Krieg und Holocaust - Der deutsche Abgrund","2021","2021",115,8.2
"Krieg vor Gericht - Die Jugoslawien-Prozesse","2021","2021",19,7.4
"Kriegsschiffe - Tod auf See","2021","2022",132,7.2
"Kriger","2018","2018",567,6.9
"Krigsseileren","2023","2023",411,7.2
"Krimi.de","2005","2013",30,7.8
"Kriminalnaya Rossiya","1995","2007",15,7
"Kriminálka Andel","2008","\N",10,6.6
"Kriminálka Kraj","2022","\N",59,6.6
"Kriminálka Staré Mesto","2010","\N",10,7.8
"Kris","2013","\N",138,1.1
"KrisTina","2021","2022",39,9.2
"Krishna Mohini","2024","\N",10,10
"Krishnas: Gurus. Karma. Murder","2023","2023",23,8.3
"Krisimes stigmes","2021","2021",9,9.6
"Kristian","2009","2011",76,8.1
"Kristiania magiske tivolitheater","2021","\N",270,6.3
"Kristin","2001","2001",117,6.8
"Kristine","2010","2011",23,8.2
"Kriza","2013","2014",104,8.6
"Krkonosské pohádky","1974","1986",10,8.6
"Kroll Show","2013","2015",1776,7.3
"Kronprinsen som försvann","2022","2022",523,7.1
"Kronprinsessan","2006","2006",35,6.8
"Krovavaya Barinya","2018","2018",103,7.3
"Kroymann","2017","\N",65,7.4
"Krtek","1957","2002",4113,7.2
"Krucjata","2022","2023",721,7.6
"Kruk","2018","2022",590,7
"Krupp - Eine deutsche Familie","2009","\N",70,6.5
"Krypto Kings","2023","2023",10,3.2
"Krypto the Superdog","2005","2006",653,8
"Krypton","2018","2019",12357,7.9
"Král Sumavy: Fantom temného kraje","2022","\N",23,6.6
"Kråkguldet","1969","1969",45,7.3
"Król","2020","\N",220,7.5
"Królowa","2022","2022",213,7.6
"Kröd Mändoon and the Flaming Sword of Fire","2009","2009",320,6.6
"Krömer - Die internationale Show","2007","\N",270,7.8
"Krömer - Late Night Show","2012","\N",20,9
"Krøniken","2004","2007",387,6.7
"Krügers Woche","2007","\N",13,6.6
"Ku Klux Klan, une histoire américaine","2020","2020",129,7.5
"Ku'damm 56","2016","2016",366,7
"Ku'damm 59","2018","2018",377,7.2
"Ku'damm 63","2021","2021",174,7.3
"Kuai Ba Wo Ge Dai Zou","2018","\N",11,9.2
"Kuang biao","2023","\N",498,7.4
"Kubikiri Cycle: Aoiro Savant to Zaregotozukai","2016","2017",341,7.3
"Kubo-san wa Mobu o Yurusanai","2023","2023",450,7.9
"Kuch Kuch Film Jaisi","2022","\N",485,8.3
"Kuch Rang Pyar Ke Aise Bhi","2016","2021",6814,9.4
"Kuch Toh Hai: Naagin Ek Naye Rang Mein","2021","\N",14,8.3
"Kuch Toh Log Kahenge","2011","2013",16,8.2
"Kuchh Is Tara","2007","2008",5,8.8
"Kud puklo da puklo","2014","2016",11,6.8
"Kuda idu divlje svinje","1971","1971",42,8.1
"Kudi Yedamaithe","2021","\N",346,8.8
"Kudüs Fatihi Selahaddin Eyyubi","2023","\N",875,6.3
"Kuiudi baishisu","1995","\N",27,7.8
"Kujaku ô","1988","1994",59,6.8
"Kujira no kora wa sajô ni utau","2017","2017",638,7.5
"Kukacky","2021","\N",163,7.4
"Kukhnya","2012","2016",4208,8.6
"Kukhnya. Voyna za otel","2019","2020",166,6.4
"KulFaZ - Die kultigsten Filme aller Zeiten","2022","2023",71,7.1
"Kulderzipken","1995","1997",220,7.8
"Kulipari: An Army of Frogs","2016","2023",110,7.1
"Kullamannen","1967","1968",79,7.9
"Kullannuput","2021","\N",41,7.2
"Kullfi Kumarr Bajewala","2018","2020",12,9
"Kulüp","2021","2023",2991,7.6
"Kuma Kuma Kuma Bear","2020","\N",529,6.8
"Kuma miko","2016","\N",8,3
"Kumari Srimathi","2023","\N",247,8.7
"Kumichou Musume to Sewagakari","2022","2022",446,7.6
"Kumite 1 Warrior Hunt","2023","\N",7,9.3
"Kumkum Bhagya","2014","2024",857,7.9
"Kumman kaa","2003","2005",82,7.7
"Kummeli","1991","2004",504,7.9
"Kumo Desu ga, Nanika?","2021","\N",1891,7.2
"Kumovi","2022","\N",18,4.6
"Kumudini Bhavan","2023","\N",46,7
"Kun Suomi muuttui - levottomat ajat 1961-1981","2023","2024",12,8.3
"Kundali Bhagya","2017","2024",47,5.7
"Kung Fu","1972","1975",8723,7.9
"Kung Fu","2021","2023",5587,6.6
"Kung Fu Femmes","2008","\N",5,4.8
"Kung Fu Panda: Legends of Awesomeness","2011","2016",6928,8.1
"Kung Fu Panda: The Dragon Knight","2022","2023",3078,6.9
"Kung Fu Panda: The Paws of Destiny","2018","2019",1217,7.8
"Kung Fu Sock","2022","\N",42,7.4
"Kung Fu: The Legend Continues","1993","1997",2217,8.2
"Kung tayo'y magkakalayo","2010","2010",10,8.9
"Kungamordet","2008","2008",12,7.4
"Kungarna av Tylösand","2010","\N",5,5.8
"Kungen och jag","2023","\N",32,6.1
"Kunoichi Tsubaki no mune no uchi","2022","\N",305,7.8
"Kuntergrau","2015","\N",251,6.6
"Kunwari Cheekh","2023","\N",7,8.3
"Kupa Rashit","2018","\N",1451,8
"Kuppel 16","2022","\N",52,7.8
"Kuprin. Poedinok","2014","\N",5,4.6
"Kupu Malam","2022","2022",61,8.6
"Kurage hime","2010","2010",422,5.3
"Kuraingu Furiman","1988","1994",1179,6.6
"Kuranado","2007","2009",13500,7.1
"Kurasshâ Jô","1989","1989",25,6.3
"Kurdistan International Independent Film Festival","2021","\N",231,9.2
"Kureimoa","2007","2007",4706,7.9
"Kurenai","2008","\N",14,6
"Kurenai Sanshiro","1969","1969",11,5.5
"Kureyon Shinchan","1992","\N",106,8.9
"Kuro Gal ni Nattakara Shin'yuu to Shite Mita.","2021","2021",38,8
"Kuro Shitsuji: Kishuku Gakkô Hen","2024","\N",243,8.1
"Kuro no Shoukanshi","2022","2022",843,7.5
"Kurogane no rainbareru","2008","2009",14,5.2
"Kurokami: The Animation","2009","2009",159,7.4
"Kuroko no basuke","2012","2015",12557,8
"Kuromukuro","2016","2016",445,6.8
"Kurosagi","2006","2006",296,9.6
"Kurosaki kun no Iinari ni Nante Naranai","2015","2015",10,9
"Kurosawa Akira: Tsukuru to iu koto wa subarashii","2002","\N",5,7.4
"Kuroshitsuji","2008","2011",4120,7.3
"Kuroshitsuji: Book of Circus","2014","2014",448,8.1
"Kurosu gêmu","2009","2010",459,8.6
"Kurozuka","2008","\N",155,7.5
"Kursadzije","2006","2013",631,6.5
"Kursun","2019","2019",93,8.2
"Kurt Olssons julkalender","1990","1990",199,7.3
"Kurt Seyit ve Sura","2014","2014",794,8.1
"Kurtlar Vadisi","2003","2005",18449,8
"Kurtlar Vadisi: Pusu","2007","2016",8891,7.2
"Kurtlar Vadisi: Terör","2007","2007",168,7.4
"Kurtulus","1994","1994",312,9.1
"Kurulus: Osman","2019","\N",19498,8.7
"Kurzgesagt: In a Nutshell","2013","\N",4801,8.2
"Kurîmu remon","1984","\N",34,5.7
"Kus Uçusu","2022","2024",2368,6.9
"Kuslarla Yolculuk","2020","2020",78,9.3
"Kusum Dola","2016","2018",5,6.4
"Kusuriya no hitorigoto","2023","\N",7562,7.7
"Kusursuz Kiraci","2022","2022",94,7.7
"Kuthukku Pathu","2022","\N",63,9.2
"Kuttner.","2005","\N",15,8.6
"Kutumb","2000","2003",46,8.8
"Kuuchuu Buranko","2009","2009",88,7.8
"Kuudesti laukeava","1992","1992",10,7.2
"Kuvvetli Bir Alkis","2024","\N",900,7.3
"Kuzey Güney","2011","2013",4725,8.2
"Kuzey Yildizi","2019","2021",729,8.9
"Kuzgun","2019","2019",2603,9.1
"Kuzu no honkai","2017","2017",803,7.1
"Kuzu no honkai","2017","2017",80,7.6
"Kuînzu bureido: Gyokuza o tsugu mono","2009","2009",90,6.9
"Kuînzu bureido: Rurô no senshi","2009","2009",169,6.9
"Kvarteret Skatan","2003","2006",323,7.6
"Kvinna med födelsemärke","2001","2001",24,6.8
"Kvinnor emellan","2004","2004",5,8.2
"Kvodo","2017","2017",210,8
"Kvällspressen","1992","1992",6,5.2
"Kwinmeikeo","2023","\N",354,7.1
"Kya Dill Mein Hai","2007","2008",34,8.7
"Kya Hoga Nimmo Ka","2006","2007",41,9.7
"Kya Mast Hai Life","2009","2010",31,9.2
"Kyandi Kyandi","1976","1979",2441,6.9
"Kyaputen Tsubasa","1983","1995",6601,7.6
"Kyaputen Tsubasa","2018","2023",3155,7.2
"Kyaroru & Chûzudei","2019","2019",1776,8.7
"Kyeongchalsueob","2021","2021",272,8.4
"Kyle XY","2006","2009",11366,7.9
"Kyllä isä osaa","1994","1995",147,7.7
"Kylmän sodan Suomi","2021","2022",86,7.7
"Kylmäverisesti sinun","2000","2005",244,7
"Kyojinzoku no Hanayome","2020","2020",225,8.4
"Kyojû Tokusô Juspion","1985","1986",69,8.8
"Kyokou Suiri","2020","2023",693,7.4
"Kyoto Teramachi Sanjou no Holmes","2018","\N",51,6.7
"Kyou no Asuka Show","2012","2013",97,6
"Kyoukai Senki","2021","2022",58,5.5
"Kyoukai no Rinne","2015","2017",95,6.6
"Kyoukai no kanata","2013","2014",957,6.9
"Kyousogiga","2013","2013",48,8.2
"Kyun Hota Hai Pyarrr","2002","2003",5,8.2
"Kyun Utthe Dil Chhod Aaye","2021","\N",11,9.5
"Kyungwooui Soo","2020","2020",207,8.3
"Kyunki Saas Bhi Kabhi Bahu Thi","2000","2008",531,9.1
"Kyunki... Saas Maa Bahu Beti Hoti Hai","2023","\N",121,10
"Kyuukyoku Shinka Shita Full Dive RPG ga Genjitsu yori mo Kusogee Dattara","2021","\N",538,7.6
"Kyô kara Ore wa!!","1994","1996",135,9.1
"Kyô kara Ore wa!!","2018","2018",126,8.6
"Kyô kara maô!","2004","\N",30,7.2
"Kyô no 5 no 2","2008","\N",7,7
"Kyôfu gekijô umbalance","1973","\N",22,6.1
"Kyôgoku Natsuhiko kôsetsu hyakumonogatari","2003","\N",86,7.2
"Kyôkai senjô no Horizon","2011","2012",25,4.9
"Kyôryû sentai Jûrenjâ","1992","1993",879,8.2
"Kyôshirô to towa no sora","2007","2007",7,6.2
"Kyôshoku sôkô Guyver","1989","1992",423,8.3
"Kyôshoku sôkô Guyver","2005","2006",910,9
"Kyôso no musume","2022","\N",6,7.5
"Kyôsôgiga","2013","2013",118,9.3
"Kyûjitsu no Warumono-san","2024","\N",252,7.4
"Kyûketsuki Miyu","1988","1989",64,6.3
"Kyûketsuki Miyu","1997","1998",194,7
"Kyûketsuki Sugu Shinu","2021","\N",385,6.9
"Kyûkyû Sentai GoGoFive","1999","2000",38,7.2
"Kyûteî Hanî","1973","1974",287,5.3
"Kántor","1976","\N",6,8
"Kärlek & anarki","2020","2022",2819,7.2
"Käthe und ich","2019","\N",218,6.9
"Kättemaksukontor","2009","\N",40,9.3
"Kîshiryû Sentai Ryûsorujâ","2019","2020",37,9.2
"Kôdo Giasu: Hangyaku no Rurûshu","2006","2008",70500,7.6
"Kôdo burû","2008","2017",860,9.5
"Kôkaku kidôtai: Stand Alone Complex","2002","2005",11363,7.8
"Kôkaku no Pandora","2016","\N",6,4.8
"Kôkaku no regiosu","2009","2009",257,6.9
"Kôkyô shihen Eureka Sebun","2005","2006",1978,7.8
"Kôkô kyôshi","1993","\N",5,8.8
"Kôrudo kêsu: Shinjitsu no Tobira","2016","\N",16,7.4
"Kôsoku sentai Tâborenjâ","1989","1990",7,7.5
"Kôtetsu jîgu","1975","1976",21,6.7
"Kôtetsujô no Kabaneri","2016","2016",2423,7.9
"König der letzten Tage","1993","\N",15,5.8
"Königlich Bayerisches Amtsgericht","1969","1971",377,8.1
"Kördügüm","2016","2016",625,6.5
"Körner und Köter","2002","\N",10,4.7
"Körpü","2022","2023",5,8
"Kûsen Madôshi Kôhosei No Kyôkan","2015","\N",122,6.6
"Kûtei Doragonzu","2020","2020",277,6.5
"Kübra","2024","\N",2289,6.8
"Kül Masali","2024","2024",10,10
"Küstenwache","1997","2016",351,3.8
"Küçük Aga","2014","2015",405,3.2
"Küçük Dahi: Sina","2023","\N",105,9.2
"Küçük Gelin","2013","2015",13,6.3
"Küçük Sirlar","2010","2011",686,2.9
"L","2022","\N",56,6.7
"L'@mour est à réinventer","1996","\N",555,6.1
"L'Affaire 460","2019","2019",6,8.7
"L'Affaire Bettencourt: Scandale chez la femme la plus riche du monde","2023","2023",149,7.3
"L'Affaire Fourniret: Dans la tête de Monique Olivier","2023","2023",381,7
"L'Affaire d'Outreau","2023","2023",26,6.6
"L'Agence: l'immobilier de luxe en famille","2020","\N",307,7
"L'Armée rouge","2021","2021",42,7.3
"L'Europe des écrivains","2013","\N",10,8.6
"L'Imposteur","2016","2017",45,7.9
"L'Inde fantôme","1969","\N",136,7.6
"L'Iran vu du ciel","2021","2021",38,8.2
"L'Oeil du cyclone","1991","2000",247,6.5
"L'Opéra","2021","\N",234,7.3
"L'absente","2021","2021",97,5.6
"L'abîme","2023","2023",74,6.2
"L'accident","2016","2017",55,6.1
"L'affaire Kergalen","2001","2001",41,7.6
"L'agent immobilier","2019","\N",92,7
"L'allieva","2016","\N",224,7
"L'alligatore","2020","\N",32,6.8
"L'allée du roi","1996","\N",17,7.2
"L'ami Maupassant","1986","1986",11,8.4
"L'amica geniale","2018","2024",10937,8
"L'amour (presque) parfait","2022","\N",55,6.6
"L'amour à l'oeuvre","2018","2019",50,8.3
"L'apocalypse","2008","2008",12,7.2
"L'art du crime","2017","\N",1316,6.9
"L'attaque","2011","\N",18,6.2
"L'aventure humaine","1997","\N",1747,6.9
"L'effondrement","2019","2019",1910,7.3
"L'empire des sciences","2012","\N",43,8.2
"L'encyclopédie audio-visuelle","1992","\N",261,7
"L'età di Cosimo de Medici","1972","\N",135,7.7
"L'heure D","2015","\N",43,8
"L'heure Simenon","1986","1988",8,6.3
"L'histoire du samedi","1995","\N",472,5.7
"L'homme de nos vies","2022","2022",53,7.6
"L'homme sans visage","1975","\N",26,6
"L'héritage de la chouette","1990","1990",224,7.7
"L'incroyable périple de Magellan","2022","\N",84,8
"L'instit","1993","2005",37,8.5
"L'isola del tesoro","1987","\N",42,5.9
"L'ispettore Coliandro","2003","\N",1199,7
"L'odyssée de l'écriture","2020","2020",27,8.3
"L'ombre au tableau","2014","\N",22,5.2
"L'ombre d'un doute","2011","\N",14,8.6
"L'onore e il rispetto","2006","2017",444,9
"L'origine du christianisme","2004","2004",12,7.4
"L'école de la vie","2021","\N",34,5.6
"L'épervier","2011","\N",34,6.6
"L'érotisme vu par...","2001","\N",104,4
"L'île aux 30 cercueils","2022","2022",66,5.8
"L'île aux trente cercueils","1979","1979",44,7.9
"L'île mystérieuse","1973","1973",55,6.7
"L'île prisonnière","2022","2022",28,6.3
"L.A. 7","2000","2000",26,9.5
"L.A. City Works","2012","\N",8,9.8
